Brand_Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price (INR Lakhs),Brand,Model,Car_Age
Maruti Celerio VXI AT,Pune,2016,38009,Petrol,Automatic,First,23.1,998.0,67.04,5.0,425000.0,Maruti,Celerio VXI AT,9
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2009,35000,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,445000.0,Skoda,Superb Elegance 1.8 TSI AT,16
Mahindra Xylo E4,Pune,2009,70000,Diesel,Manual,First,14.0,2498.0,112.0,7.0,285000.0,Mahindra,Xylo E4,16
Mahindra XUV500 W8 2WD,Delhi,2014,86000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,785000.0,Mahindra,XUV500 W8 2WD,11
Maruti Swift Dzire VXI,Pune,2016,32000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,530000.0,Maruti,Swift Dzire VXI,9
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,15000,Petrol,Manual,First,18.88,999.0,123.24,5.0,800000.0,Ford,Ecosport 1.0 Ecoboost Platinum Edition,8
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,69918,Diesel,Manual,First,21.43,1364.0,87.2,5.0,943000.0,Toyota,Corolla Altis Diesel D4DG,11
Hyundai i20 2015-2017 1.2 Magna,Pune,2012,39000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,275000.0,Hyundai,i20 2015-2017 1.2 Magna,13
Renault Captur 1.5 Diesel Platine Mono,Mumbai,2018,1011,Diesel,Manual,First,20.37,1461.0,108.45,5.0,1350000.0,Renault,Captur 1.5 Diesel Platine Mono,7
Mercedes-Benz E-Class 280 CDI,Hyderabad,2009,85000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,999000.0,Mercedes-Benz,E-Class 280 CDI,16
Maruti Baleno RS 1.0 Petrol,Chennai,2017,46663,Petrol,Manual,First,21.1,998.0,100.0,5.0,695000.0,Maruti,Baleno RS 1.0 Petrol,8
Nissan Sunny 2011-2014 XL AT Special Edition,Chennai,2015,27000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,675000.0,Nissan,Sunny 2011-2014 XL AT Special Edition,10
Hyundai Grand i10 AT Asta,Chennai,2015,15000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,550000.0,Hyundai,Grand i10 AT Asta,10
Maruti Ciaz Zeta,Kochi,2018,10575,Petrol,Manual,First,21.56,1462.0,103.25,5.0,918000.0,Maruti,Ciaz Zeta,7
Hyundai Xcent 1.2 Kappa S,Jaipur,2014,12500,Petrol,Manual,First,19.1,1197.0,82.0,5.0,415000.00000000006,Hyundai,Xcent 1.2 Kappa S,11
Hyundai Verna 1.6 SX CRDi (O),Ahmedabad,2012,52000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,650000.0,Hyundai,Verna 1.6 SX CRDi (O),13
Maruti Wagon R VXI 1.2,Kochi,2015,49818,Petrol,Manual,First,21.5,1197.0,81.8,5.0,411000.00000000006,Maruti,Wagon R VXI 1.2,10
Hyundai Verna CRDi,Hyderabad,2008,90000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,225000.0,Hyundai,Verna CRDi,17
Toyota Etios Liva G,Kochi,2015,52207,Petrol,Manual,First,17.71,1197.0,78.9,5.0,455999.99999999994,Toyota,Etios Liva G,10
Mahindra Xylo E4 ABS BS III,Pune,2013,167362,Diesel,Manual,First,11.68,2498.0,112.0,7.0,400000.0,Mahindra,Xylo E4 ABS BS III,12
Toyota Etios Liva GD,Coimbatore,2015,49894,Diesel,Manual,First,23.59,1364.0,67.06,5.0,527000.0,Toyota,Etios Liva GD,10
Mahindra Thar DI 4X4,Kochi,2019,13024,Diesel,Manual,First,18.06,2523.0,63.0,7.0,911000.0,Mahindra,Thar DI 4X4,6
Nissan X-Trail SLX MT,Pune,2010,128000,Diesel,Manual,Second,14.42,1995.0,147.6,5.0,620000.0,Nissan,X-Trail SLX MT,15
Toyota Innova Crysta 2.8 ZX AT,Kochi,2017,26023,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,1997000.0,Toyota,Innova Crysta 2.8 ZX AT,8
Hyundai Creta 1.4 CRDi S,Delhi,2016,42784,Diesel,Manual,First,21.38,1396.0,88.7,5.0,1017000.0,Hyundai,Creta 1.4 CRDi S,9
Maruti Swift VDI,Pune,2014,115000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,450000.0,Maruti,Swift VDI,11
Hyundai Verna 1.6 CRDI SX Option,Kochi,2019,30529,Diesel,Manual,First,23.9,1582.0,126.2,5.0,1428000.0,Hyundai,Verna 1.6 CRDI SX Option,6
Maruti Alto LXi BSIII,Kochi,2012,14814,Petrol,Manual,Second,19.7,796.0,46.3,5.0,247000.00000000003,Maruti,Alto LXi BSIII,13
Maruti S Cross DDiS 200 Alpha,Ahmedabad,2016,58000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,790000.0,Maruti,S Cross DDiS 200 Alpha,9
Hyundai EON Era,Hyderabad,2011,68128,Petrol,Manual,First,21.1,814.0,55.2,5.0,229999.99999999997,Hyundai,EON Era,14
Nissan Terrano XL,Hyderabad,2013,63220,Petrol,Manual,First,13.24,1598.0,102.5,5.0,650000.0,Nissan,Terrano XL,12
Hyundai EON Era,Hyderabad,2016,30000,Petrol,Manual,First,21.1,814.0,55.2,5.0,325000.0,Hyundai,EON Era,9
Tata Zest Quadrajet 1.3 XT,Bangalore,2017,27768,Diesel,Manual,First,20.65,1248.0,88.7,5.0,585000.0,Tata,Zest Quadrajet 1.3 XT,8
Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Hyderabad,2014,53000,Diesel,Automatic,Second,14.21,2143.0,203.0,5.0,2900000.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,11
Audi Q5 2.0 TDI Premium Plus,Coimbatore,2014,87652,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,2571000.0,Audi,Q5 2.0 TDI Premium Plus,11
Ford Fiesta 1.6 ZXi Leather,Chennai,2008,94873,Petrol,Manual,Second,15.3,1596.0,101.0,5.0,185000.0,Ford,Fiesta 1.6 ZXi Leather,17
BMW 3 Series 320d Prestige,Mumbai,2015,56000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,2275000.0,BMW,3 Series 320d Prestige,10
Maruti Baleno RS 1.0 Petrol,Kochi,2018,18678,Petrol,Manual,First,21.1,998.0,100.0,5.0,832000.0,Maruti,Baleno RS 1.0 Petrol,7
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Delhi,2014,30000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,2600000.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency,11
Ford Endeavour Hurricane LE,Mumbai,2012,129000,Diesel,Automatic,First,12.8,2953.0,97.7,5.0,700000.0,Ford,Endeavour Hurricane LE,13
Hyundai i10 Sportz 1.2,Hyderabad,2013,59000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,345000.0,Hyundai,i10 Sportz 1.2,12
Hyundai Grand i10 Asta Option,Mumbai,2017,13000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,515000.00000000006,Hyundai,Grand i10 Asta Option,8
Honda Brio S MT,Kochi,2014,74325,Petrol,Manual,First,19.4,1198.0,86.8,5.0,351000.0,Honda,Brio S MT,11
Hyundai i20 Magna 1.4 CRDi (Diesel),Kolkata,2015,45000,Diesel,Manual,First,21.9,1396.0,88.76,5.0,345000.0,Hyundai,i20 Magna 1.4 CRDi (Diesel),10
Volkswagen Polo Petrol Highline 1.2L,Pune,2013,57000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,375000.0,Volkswagen,Polo Petrol Highline 1.2L,12
Honda City 1.5 EXI,Pune,2001,125943,Petrol,Manual,Second,13.0,1493.0,100.0,5.0,145000.0,Honda,City 1.5 EXI,24
Skoda Octavia Ambiente 1.9 TDI,Delhi,2008,80000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,220000.00000000003,Skoda,Octavia Ambiente 1.9 TDI,17
Ford Endeavour 2.5L 4X2,Hyderabad,2010,154000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,799000.0,Ford,Endeavour 2.5L 4X2,15
Chevrolet Cruze LTZ,Bangalore,2013,62000,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,675000.0,Chevrolet,Cruze LTZ,12
Honda CR-V AT With Sun Roof,Kolkata,2013,27000,Petrol,Automatic,First,14.0,1493.0,97.7,5.0,1199000.0,Honda,CR-V AT With Sun Roof,12
Honda Mobilio V i DTEC,Kolkata,2014,45000,Diesel,Manual,First,24.2,1498.0,98.6,7.0,500000.0,Honda,Mobilio V i DTEC,11
Maruti Ertiga VDI,Pune,2012,105000,Diesel,Manual,Second,20.77,1248.0,88.76,7.0,590000.0,Maruti,Ertiga VDI,13
Hyundai Grand i10 Sportz,Mumbai,2013,26000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,375000.0,Hyundai,Grand i10 Sportz,12
Jaguar XF 3.0 Litre S Premium Luxury,Mumbai,2014,30900,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,2950000.0,Jaguar,XF 3.0 Litre S Premium Luxury,11
Honda Amaze VX i-Vtech,Chennai,2014,48000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,475000.0,Honda,Amaze VX i-Vtech,11
Audi A6 2.7 TDI,Pune,2011,112719,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,1150000.0,Audi,A6 2.7 TDI,14
Hyundai i20 1.2 Spotz,Chennai,2017,5000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,695000.0,Hyundai,i20 1.2 Spotz,8
Volkswagen Ameo 1.2 MPI Highline Plus 16,Mumbai,2016,16000,Petrol,Manual,First,17.0,1198.0,73.75,5.0,540000.0,Volkswagen,Ameo 1.2 MPI Highline Plus 16,9
Renault Fluence 2.0,Jaipur,2011,63000,Petrol,Automatic,First,13.4,1997.0,135.1,5.0,475000.0,Renault,Fluence 2.0,14
Maruti Alto K10 VXI,Chennai,2011,28300,Petrol,Manual,First,24.07,998.0,67.1,5.0,215000.0,Maruti,Alto K10 VXI,14
Maruti Alto Std,Jaipur,2005,49000,Petrol,Manual,First,19.7,796.0,46.3,5.0,90000.0,Maruti,Alto Std,20
Maruti Wagon R VXI BS IV,Kolkata,2016,12501,Petrol,Manual,First,20.51,998.0,67.04,5.0,350000.0,Maruti,Wagon R VXI BS IV,9
Fiat Linea 1.3 Emotion,Kochi,2016,56628,Diesel,Manual,First,20.4,1248.0,92.0,5.0,585000.0,Fiat,Linea 1.3 Emotion,9
Maruti Swift Dzire Vdi BSIV,Pune,2010,105000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,315000.0,Maruti,Swift Dzire Vdi BSIV,15
Renault Scala Diesel RxL,Pune,2016,52126,Diesel,Manual,First,21.64,1461.0,84.8,5.0,600000.0,Renault,Scala Diesel RxL,9
Hyundai i20 Magna,Kolkata,2010,38000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,223000.0,Hyundai,i20 Magna,15
Hyundai Xcent 1.2 Kappa SX Option,Bangalore,2016,50000,Petrol,Manual,First,19.1,1197.0,82.0,5.0,250000.0,Hyundai,Xcent 1.2 Kappa SX Option,9
Maruti Wagon R LXI,Kochi,2015,50230,Petrol,Manual,First,18.9,998.0,67.1,5.0,387000.0,Maruti,Wagon R LXI,10
Mahindra XUV500 W8 2WD,Ahmedabad,2014,31000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,950000.0,Mahindra,XUV500 W8 2WD,11
Toyota Fortuner 4x2 AT,Delhi,2014,79000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,1775000.0,Toyota,Fortuner 4x2 AT,11
Renault Duster 110PS Diesel RxZ Plus,Delhi,2012,130000,Diesel,Manual,First,19.64,1461.0,108.45,5.0,375000.0,Renault,Duster 110PS Diesel RxZ Plus,13
Hyundai Santro Xing GLS,Chennai,2010,115000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,150000.0,Hyundai,Santro Xing GLS,15
Hyundai Verna 1.6 SX VTVT,Pune,2013,41500,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,500000.0,Hyundai,Verna 1.6 SX VTVT,12
BMW X1 sDrive 20d Exclusive,Pune,2014,54385,Diesel,Automatic,Second,15.06,1995.0,177.0,5.0,1700000.0,BMW,X1 sDrive 20d Exclusive,11
Honda Civic 2006-2010 1.8 V AT,Kochi,2011,56361,Petrol,Automatic,First,12.9,1799.0,130.0,5.0,438000.0,Honda,Civic 2006-2010 1.8 V AT,14
Audi A6 35 TFSI Matrix,Delhi,2018,22000,Petrol,Automatic,First,15.26,1798.0,187.74,5.0,4150000.0,Audi,A6 35 TFSI Matrix,7
Maruti Wagon R LXI BS IV,Kolkata,2017,8000,Petrol,Manual,First,20.51,998.0,67.04,5.0,300000.0,Maruti,Wagon R LXI BS IV,8
Maruti Vitara Brezza ZDi Plus Dual Tone,Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248.0,88.5,5.0,1100000.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,7
Land Rover Discovery 3 TDV6 Diesel Automatic,Pune,2012,117236,Diesel,Automatic,Second,11.8,2720.0,190.0,7.0,1400000.0,Land,Rover Discovery 3 TDV6 Diesel Automatic,13
Maruti Dzire New,Pune,2016,30500,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,765000.0,Maruti,Dzire New,9
Hyundai Verna VTVT 1.6 SX,Kolkata,2018,5000,Petrol,Manual,First,17.0,1591.0,121.3,5.0,869999.9999999999,Hyundai,Verna VTVT 1.6 SX,7
Maruti Ertiga ZDI Plus,Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248.0,88.5,7.0,990000.0,Maruti,Ertiga ZDI Plus,9
Hyundai Accent GLE,Mumbai,2010,32773,Petrol,Manual,First,13.2,1495.0,94.0,5.0,204999.99999999997,Hyundai,Accent GLE,15
Hyundai i20 1.2 Sportz,Kolkata,2016,19008,Petrol,Manual,First,17.0,1197.0,80.0,5.0,525000.0,Hyundai,i20 1.2 Sportz,9
Hyundai Verna VTVT 1.6 SX,Kochi,2012,32542,Petrol,Manual,First,17.0,1591.0,121.3,5.0,577000.0,Hyundai,Verna VTVT 1.6 SX,13
Maruti Alto LX,Hyderabad,2010,94753,Petrol,Manual,First,19.7,796.0,46.3,5.0,195000.0,Maruti,Alto LX,15
Mahindra Scorpio VLX,Ahmedabad,2011,70000,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,745000.0,Mahindra,Scorpio VLX,14
Maruti Wagon R LXI,Delhi,2012,68347,Petrol,Manual,First,18.9,998.0,67.1,5.0,260000.0,Maruti,Wagon R LXI,13
Hyundai i20 1.2 Sportz,Ahmedabad,2011,72000,Petrol,Manual,Second,17.0,1197.0,80.0,5.0,325000.0,Hyundai,i20 1.2 Sportz,14
Maruti Ritz VDi,Hyderabad,2010,75014,Diesel,Manual,First,21.1,1248.0,73.9,5.0,385000.0,Maruti,Ritz VDi,15
Renault Koleos 2.0 Diesel,Delhi,2013,65000,Diesel,Automatic,Second,13.73,1995.0,148.0,5.0,750000.0,Renault,Koleos 2.0 Diesel,12
BMW 3 Series 320d,Kochi,2012,55598,Diesel,Automatic,First,22.69,1995.0,190.0,5.0,1150000.0,BMW,3 Series 320d,13
Honda Brio V MT,Pune,2013,50000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,325000.0,Honda,Brio V MT,12
Hyundai Sonata GOLD,Chennai,2003,44200,Petrol,Manual,Second,11.7,1997.0,134.0,5.0,150000.0,Hyundai,Sonata GOLD,22
Maruti Swift Dzire VDi,Jaipur,2014,65000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,531000.0,Maruti,Swift Dzire VDi,11
Mahindra XUV500 W8 4WD,Hyderabad,2013,49000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,900000.0,Mahindra,XUV500 W8 4WD,12
Hyundai i10 Sportz 1.1L,Kolkata,2016,7200,Petrol,Manual,First,19.81,1086.0,68.05,5.0,359000.0,Hyundai,i10 Sportz 1.1L,9
Maruti Ciaz ZXi Plus,Kochi,2016,43152,Petrol,Manual,First,20.73,1373.0,91.1,5.0,735000.0,Maruti,Ciaz ZXi Plus,9
Toyota Innova 2.5 V Diesel 8-seater,Pune,2013,112000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,1200000.0,Toyota,Innova 2.5 V Diesel 8-seater,12
Hyundai Grand i10 Sportz,Coimbatore,2017,23540,Petrol,Manual,First,18.9,1197.0,82.0,5.0,602000.0,Hyundai,Grand i10 Sportz,8
Chevrolet Optra Magnum 2.0 LS BSIII,Coimbatore,2008,82160,Diesel,Manual,First,16.52,1991.0,123.7,5.0,256999.99999999997,Chevrolet,Optra Magnum 2.0 LS BSIII,17
Mahindra Ssangyong Rexton RX5,Pune,2013,57000,Diesel,Manual,First,12.83,2696.0,162.0,7.0,1245000.0,Mahindra,Ssangyong Rexton RX5,12
Mahindra XUV500 W8 2WD,Coimbatore,2015,39335,Diesel,Manual,First,15.1,2179.0,140.0,7.0,1263000.0,Mahindra,XUV500 W8 2WD,10
Honda City i VTEC SV,Bangalore,2014,62000,Petrol,Manual,Second,17.4,1497.0,117.3,5.0,775000.0,Honda,City i VTEC SV,11
Ford Ecosport 1.5 DV5 MT Titanium,Delhi,2014,60000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,550000.0,Ford,Ecosport 1.5 DV5 MT Titanium,11
Hyundai i20 Sportz 1.2,Kolkata,2015,35000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,443000.0,Hyundai,i20 Sportz 1.2,10
Mercedes-Benz CLA 200 CDI Sport,Kochi,2016,32345,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,2451000.0,Mercedes-Benz,CLA 200 CDI Sport,9
Hyundai EON Magna,Ahmedabad,2014,47000,Petrol,Manual,First,22.0,814.0,55.0,5.0,265000.0,Hyundai,EON Magna,11
Maruti Alto 800 2016-2019 CNG LXI,Delhi,2012,65537,CNG,Manual,Second,33.44,796.0,40.3,4.0,210000.0,Maruti,Alto 800 2016-2019 CNG LXI,13
Toyota Etios G Safety,Delhi,2011,36000,Petrol,Manual,First,17.6,1496.0,88.7,5.0,320000.0,Toyota,Etios G Safety,14
Maruti Swift Dzire Tour LDI,Chennai,2016,75000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,425000.0,Maruti,Swift Dzire Tour LDI,9
Maruti Alto LXi,Kolkata,2008,38000,Petrol,Manual,First,19.7,796.0,46.3,5.0,110000.00000000001,Maruti,Alto LXi,17
Maruti Celerio ZXI,Chennai,2015,57818,Petrol,Manual,First,23.1,998.0,67.04,5.0,430000.0,Maruti,Celerio ZXI,10
Ford Ecosport 1.5 DV5 MT Titanium Optional,Hyderabad,2015,45000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,890000.0,Ford,Ecosport 1.5 DV5 MT Titanium Optional,10
Nissan Terrano XV 110 PS Limited Edition,Jaipur,2015,75055,Diesel,Manual,First,19.01,1461.0,108.5,5.0,650000.0,Nissan,Terrano XV 110 PS Limited Edition,10
Honda Accord VTi-L AT,Delhi,2009,65462,Petrol,Automatic,Third,11.1,2354.0,142.0,5.0,350000.0,Honda,Accord VTi-L AT,16
Maruti Swift Ldi BSIII,Hyderabad,2008,76206,Diesel,Manual,First,17.8,1248.0,75.0,5.0,425000.0,Maruti,Swift Ldi BSIII,17
Mahindra XUV500 AT W10 FWD,Kochi,2018,25948,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,1646000.0,Mahindra,XUV500 AT W10 FWD,7
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,28500,Petrol,Manual,First,18.7,1199.0,88.7,5.0,595000.0,Honda,Jazz 1.2 VX i VTEC,9
Honda City i VTEC V,Mumbai,2015,28004,Petrol,Manual,First,17.8,1497.0,117.3,5.0,710000.0,Honda,City i VTEC V,10
Fiat Grande Punto 1.2 Dynamic,Kolkata,2011,25000,Petrol,Manual,Second,15.7,1172.0,67.0,5.0,125000.0,Fiat,Grande Punto 1.2 Dynamic,14
Maruti Estilo LXI,Kolkata,2010,40000,Petrol,Manual,Second,19.5,1061.0,97.7,5.0,250000.0,Maruti,Estilo LXI,15
Maruti Ertiga ZXI,Pune,2013,82543,Petrol,Manual,First,16.02,1373.0,93.7,7.0,550000.0,Maruti,Ertiga ZXI,12
Nissan Micra XL,Chennai,2013,30000,Petrol,Manual,First,18.44,1198.0,75.0,5.0,325000.0,Nissan,Micra XL,12
Honda City 1.5 V MT,Hyderabad,2010,27800,Petrol,Manual,First,17.0,1497.0,118.0,5.0,500000.0,Honda,City 1.5 V MT,15
Toyota Etios VX,Coimbatore,2016,33415,Petrol,Manual,First,16.78,1496.0,88.73,5.0,658000.0,Toyota,Etios VX,9
BMW 3 Series 320d Luxury Line,Mumbai,2013,38000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,1950000.0,BMW,3 Series 320d Luxury Line,12
Honda Jazz 1.2 SV i VTEC,Kochi,2017,41981,Petrol,Manual,First,18.7,1199.0,88.7,5.0,614000.0,Honda,Jazz 1.2 SV i VTEC,8
Maruti Dzire VDI,Jaipur,2013,77084,Diesel,Manual,First,28.4,1248.0,73.75,5.0,495000.0,Maruti,Dzire VDI,12
Skoda Rapid 1.6 TDI Elegance,Hyderabad,2013,71803,Diesel,Manual,First,20.5,1598.0,103.5,5.0,575000.0,Skoda,Rapid 1.6 TDI Elegance,12
Mahindra XUV500 W6 2WD,Kolkata,2013,73314,Diesel,Manual,First,15.1,2179.0,140.0,7.0,660000.0,Mahindra,XUV500 W6 2WD,12
Hyundai Grand i10 AT Asta,Coimbatore,2015,69053,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,572000.0,Hyundai,Grand i10 AT Asta,10
Honda City 1.5 V MT,Delhi,2009,79782,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,260000.0,Honda,City 1.5 V MT,16
Toyota Innova 2.5 GX 7 STR,Hyderabad,2010,250000,Diesel,Manual,Second,12.8,2494.0,102.0,7.0,650000.0,Toyota,Innova 2.5 GX 7 STR,15
Mahindra XUV500 W8 2WD,Pune,2011,90000,Diesel,Manual,Second,15.1,2179.0,140.0,7.0,610000.0,Mahindra,XUV500 W8 2WD,14
Maruti Swift Dzire VDi,Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,385000.0,Maruti,Swift Dzire VDi,15
Volkswagen Vento Petrol Highline,Pune,2013,65000,Petrol,Manual,Second,15.04,1598.0,103.6,5.0,450000.0,Volkswagen,Vento Petrol Highline,12
Toyota Etios GD,Coimbatore,2013,46496,Diesel,Manual,First,23.59,1364.0,97.7,5.0,530000.0,Toyota,Etios GD,12
Audi A4 2.0 TDI,Bangalore,2013,76000,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,1825000.0,Audi,A4 2.0 TDI,12
Maruti Ertiga LXI,Ahmedabad,2012,28002,Petrol,Manual,First,16.02,1373.0,93.7,7.0,575000.0,Maruti,Ertiga LXI,13
Toyota Corolla Altis 1.8 G CNG,Mumbai,2010,63000,CNG,Manual,Second,14.53,1798.0,138.0,5.0,335000.0,Toyota,Corolla Altis 1.8 G CNG,15
Maruti 800 AC,Jaipur,2010,70000,Petrol,Manual,Second,16.1,796.0,37.0,4.0,90000.0,Maruti,800 AC,15
Honda City 1.5 V MT,Hyderabad,2011,66276,Petrol,Manual,First,17.0,1497.0,118.0,5.0,550000.0,Honda,City 1.5 V MT,14
Maruti Swift Dzire VXI,Kolkata,2014,45000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,399000.0,Maruti,Swift Dzire VXI,11
Toyota Camry Hybrid,Delhi,2014,67000,Petrol,Automatic,First,19.16,2494.0,158.2,5.0,1875000.0,Toyota,Camry Hybrid,11
Hyundai Grand i10 CRDi Sportz,Kolkata,2014,43068,Diesel,Manual,First,24.0,1120.0,70.0,5.0,350000.0,Hyundai,Grand i10 CRDi Sportz,11
Toyota Innova Crysta 2.8 GX AT 8S,Chennai,2016,40000,Diesel,Automatic,First,11.36,2755.0,171.5,8.0,1645000.0,Toyota,Innova Crysta 2.8 GX AT 8S,9
Hyundai i10 Magna,Coimbatore,2011,50436,Petrol,Manual,First,20.36,1197.0,78.9,5.0,365000.0,Hyundai,i10 Magna,14
Hyundai Grand i10 AT Asta,Bangalore,2014,21000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,540000.0,Hyundai,Grand i10 AT Asta,11
Maruti Baleno Alpha Diesel,Mumbai,2018,2000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,869999.9999999999,Maruti,Baleno Alpha Diesel,7
Skoda Superb Style 1.8 TSI AT,Mumbai,2016,14500,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,2075000.0,Skoda,Superb Style 1.8 TSI AT,9
Mercedes-Benz New C-Class 220 CDI AT,Hyderabad,2010,68782,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,1250000.0,Mercedes-Benz,New C-Class 220 CDI AT,15
Maruti Ritz VDi,Kolkata,2011,35888,Diesel,Manual,First,21.1,1248.0,73.9,5.0,189000.0,Maruti,Ritz VDi,14
Maruti Swift Dzire Tour LDI,Kolkata,2015,168205,Diesel,Manual,First,23.4,1248.0,74.0,5.0,400000.0,Maruti,Swift Dzire Tour LDI,10
Honda Civic 2010-2013 1.8 V MT,Mumbai,2012,47000,Petrol,Manual,First,14.8,1799.0,130.2,5.0,395000.0,Honda,Civic 2010-2013 1.8 V MT,13
Maruti Ertiga SHVS VDI,Hyderabad,2015,93700,Diesel,Manual,First,24.52,1248.0,88.5,7.0,785000.0,Maruti,Ertiga SHVS VDI,10
Hyundai Elantra CRDi SX,Kolkata,2014,45000,Diesel,Manual,First,22.7,1582.0,126.24,5.0,700000.0,Hyundai,Elantra CRDi SX,11
Toyota Fortuner 4x2 AT,Hyderabad,2016,55547,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,2499000.0,Toyota,Fortuner 4x2 AT,9
Volkswagen Polo GT TSI,Delhi,2013,69000,Petrol,Automatic,First,17.21,1197.0,103.6,5.0,450000.0,Volkswagen,Polo GT TSI,12
Skoda Octavia Classic 1.9 TDI MT,Pune,2005,88000,Diesel,Manual,Third,18.7,1896.0,66.0,5.0,125000.0,Skoda,Octavia Classic 1.9 TDI MT,20
Volkswagen Polo 1.5 TDI Trendline,Delhi,2014,32400,Diesel,Manual,First,20.14,1498.0,88.8,5.0,395000.0,Volkswagen,Polo 1.5 TDI Trendline,11
Hyundai Santro Xing GL Plus,Pune,2012,79000,Petrol,Manual,Second,17.92,1086.0,62.1,5.0,160000.0,Hyundai,Santro Xing GL Plus,13
Hyundai Accent GLE,Hyderabad,2004,110000,Petrol,Manual,First,13.2,1495.0,94.0,5.0,60000.0,Hyundai,Accent GLE,21
Hyundai EON D Lite Plus,Coimbatore,2014,45407,Petrol,Manual,Second,21.1,814.0,55.2,5.0,339000.0,Hyundai,EON D Lite Plus,11
Toyota Innova 2.5 V Diesel 7-seater,Hyderabad,2011,136490,Diesel,Manual,First,12.8,2494.0,102.0,7.0,980000.0000000001,Toyota,Innova 2.5 V Diesel 7-seater,14
Maruti Ignis 1.3 Zeta,Mumbai,2017,19000,Diesel,Manual,First,26.8,1248.0,74.0,5.0,591000.0,Maruti,Ignis 1.3 Zeta,8
Maruti Ciaz Alpha,Mumbai,2017,19416,Petrol,Manual,First,21.56,1462.0,103.25,5.0,825000.0,Maruti,Ciaz Alpha,8
Maruti Swift Dzire VXi,Mumbai,2012,15500,Petrol,Manual,First,17.5,1298.0,85.8,5.0,375000.0,Maruti,Swift Dzire VXi,13
